YEAR,PROVINCE,DISTRIC,SEX,VALUE,UNIT,SOURCE
2564,สกลนคร,อำเภอวาริชภูมิ,หญิง,26717.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอนิคมน้ำอูน,หญิง,7440.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอวานรนิวาส,หญิง,63593.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอคำตากล้า,หญิง,20189.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอบ้านม่วง,หญิง,35292.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภออากาศอำนวย,หญิง,36080.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอสว่างแดนดิน,หญิง,75772.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอส่องดาว,หญิง,17016.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอเต่างอย,หญิง,12155.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอโคกศรีสุพรรณ,หญิง,17348.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอเจริญศิลป์,หญิง,22531.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอโพนนาแก้ว,หญิง,18474.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สกลนคร,อำเภอภูพาน,หญิง,17796.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอเมืองนครพนม,ชาย,71619.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอปลาปาก,ชาย,27313.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอท่าอุเทน,ชาย,29878.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอบ้านแพง,ชาย,17727.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอธาตุพนม,ชาย,40498.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอเรณูนคร,ชาย,22917.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอนาแก,ชาย,37918.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอศรีสงคราม,ชาย,34538.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอนาหว้า,ชาย,25971.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอโพนสวรรค์,ชาย,28973.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอนาทม,ชาย,11923.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอวังยาง,ชาย,7821.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอเมืองนครพนม,หญิง,72494.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอปลาปาก,หญิง,27114.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอท่าอุเทน,หญิง,29708.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอบ้านแพง,หญิง,17635.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอธาตุพนม,หญิง,41487.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอเรณูนคร,หญิง,23101.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอนาแก,หญิง,38745.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอศรีสงคราม,หญิง,34977.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอนาหว้า,หญิง,26166.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอโพนสวรรค์,หญิง,29025.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอนาทม,หญิง,11797.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครพนม,อำเภอวังยาง,หญิง,7695.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอเมืองมุกดาหาร,ชาย,68203.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอนิคมคำสร้อย,ชาย,21778.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอดอนตาล,ชาย,22248.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอดงหลวง,ชาย,19684.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอคำชะอี,ชาย,23411.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอหว้านใหญ่,ชาย,9928.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอหนองสูง,ชาย,10381.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอเมืองมุกดาหาร,หญิง,68503.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอนิคมคำสร้อย,หญิง,21884.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอดอนตาล,หญิง,22250.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอดงหลวง,หญิง,19369.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอคำชะอี,หญิง,23504.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอหว้านใหญ่,หญิง,9917.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,มุกดาหาร,อำเภอหนองสูง,หญิง,10424.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอเมืองนครศรีธรรมราช,ชาย,131232.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอพรหมคีรี,ชาย,18543.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอลานสกา,ชาย,20035.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอฉวาง,ชาย,31746.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอพิปูน,ชาย,14272.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอเชียรใหญ่,ชาย,21013.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอชะอวด,ชาย,42498.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอท่าศาลา,ชาย,57275.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอทุ่งสง,ชาย,80355.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอนาบอน,ชาย,13037.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอทุ่งใหญ่,ชาย,37111.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอปากพนัง,ชาย,48720.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอร่อนพิบูลย์,ชาย,40614.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอสิชล,ชาย,43901.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอขนอม,ชาย,15069.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอหัวไทร,ชาย,31456.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอบางขัน,ชาย,24007.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอถ้ำพรรณรา,ชาย,9634.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอจุฬาภรณ์,ชาย,15535.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอพระพรหม,ชาย,21988.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอนบพิตำ,ชาย,16864.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอช้างกลาง,ชาย,13932.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอเฉลิมพระเกียรติ,ชาย,15634.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอเมืองนครศรีธรรมราช,หญิง,139282.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอพรหมคีรี,หญิง,19088.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอลานสกา,หญิง,21060.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอฉวาง,หญิง,33668.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอพิปูน,หญิง,14621.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอเชียรใหญ่,หญิง,20982.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอชะอวด,หญิง,43454.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอท่าศาลา,หญิง,60576.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอทุ่งสง,หญิง,80914.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอนาบอน,หญิง,13361.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอทุ่งใหญ่,หญิง,37652.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอปากพนัง,หญิง,48433.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอร่อนพิบูลย์,หญิง,41281.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอสิชล,หญิง,44712.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอขนอม,หญิง,15368.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอหัวไทร,หญิง,31802.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอบางขัน,หญิง,23506.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอถ้ำพรรณรา,หญิง,9645.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอจุฬาภรณ์,หญิง,15972.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอพระพรหม,หญิง,22665.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอนบพิตำ,หญิง,16798.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอช้างกลาง,หญิง,14446.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,นครศรีธรรมราช,อำเภอเฉลิมพระเกียรติ,หญิง,15587.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอเมืองกระบี่,ชาย,60776.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอเขาพนม,ชาย,27931.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอเกาะลันตา,ชาย,18249.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอคลองท่อม,ชาย,39398.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภออ่าวลึก,ชาย,28044.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอปลายพระยา,ชาย,19319.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอลำทับ,ชาย,12391.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอเหนือคลอง,ชาย,31984.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอเมืองกระบี่,หญิง,64035.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอเขาพนม,หญิง,27995.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอเกาะลันตา,หญิง,17843.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอคลองท่อม,หญิง,38662.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภออ่าวลึก,หญิง,28480.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอปลายพระยา,หญิง,19256.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอลำทับ,หญิง,12286.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กระบี่,อำเภอเหนือคลอง,หญิง,32702.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอเมืองพังงา,ชาย,20408.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอเกาะยาว,ชาย,7321.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอกะปง,ชาย,7222.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอตะกั่วทุ่ง,ชาย,22323.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอตะกั่วป่า,ชาย,24684.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอคุระบุรี,ชาย,14109.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอทับปุด,ชาย,13043.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอท้ายเหมือง,ชาย,24675.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอเมืองพังงา,หญิง,21130.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอเกาะยาว,หญิง,7217.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอกะปง,หญิง,7175.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอตะกั่วทุ่ง,หญิง,22454.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอตะกั่วป่า,หญิง,25347.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอคุระบุรี,หญิง,13898.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอทับปุด,หญิง,12998.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,พังงา,อำเภอท้ายเหมือง,หญิง,24012.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ภูเก็ต,อำเภอเมืองภูเก็ต,ชาย,116787.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ภูเก็ต,อำเภอกะทู้,ชาย,26871.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ภูเก็ต,อำเภอถลาง,ชาย,54216.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ภูเก็ต,อำเภอเมืองภูเก็ต,หญิง,133000.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ภูเก็ต,อำเภอกะทู้,หญิง,30266.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ภูเก็ต,อำเภอถลาง,หญิง,57645.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอเมืองสุราษฎร์ธานี,ชาย,88699.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอกาญจนดิษฐ์,ชาย,53589.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอดอนสัก,ชาย,18301.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอเกาะสมุย,ชาย,32701.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอเกาะพะงัน,ชาย,9324.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอไชยา,ชาย,25196.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอท่าชนะ,ชาย,27327.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอคีรีรัฐนิคม,ชาย,22087.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอบ้านตาขุน,ชาย,7998.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอพนม,ชาย,19769.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอท่าฉาง,ชาย,17069.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอบ้านนาสาร,ชาย,34510.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอบ้านนาเดิม,ชาย,11929.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอเคียนซา,ชาย,24514.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอเวียงสระ,ชาย,30416.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอพระแสง,ชาย,34714.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอพุนพิน,ชาย,46821.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอชัยบุรี,ชาย,14191.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอวิภาวดี,ชาย,8194.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอเมืองสุราษฎร์ธานี,หญิง,99972.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอกาญจนดิษฐ์,หญิง,54854.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอดอนสัก,หญิง,18704.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอเกาะสมุย,หญิง,35239.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอเกาะพะงัน,หญิง,9183.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอไชยา,หญิง,26564.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอท่าชนะ,หญิง,27274.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอคีรีรัฐนิคม,หญิง,22195.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอบ้านตาขุน,หญิง,8064.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอพนม,หญิง,19211.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอท่าฉาง,หญิง,17082.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอบ้านนาสาร,หญิง,35615.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอบ้านนาเดิม,หญิง,12224.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอเคียนซา,หญิง,24187.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอเวียงสระ,หญิง,31685.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอพระแสง,หญิง,34547.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอพุนพิน,หญิง,46899.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอชัยบุรี,หญิง,14011.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สุราษฎร์ธานี,อำเภอวิภาวดี,หญิง,7605.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระนอง,อำเภอเมืองระนอง,ชาย,47617.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระนอง,อำเภอละอุ่น,ชาย,7695.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระนอง,อำเภอกะเปอร์,ชาย,11119.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระนอง,อำเภอกระบุรี,ชาย,24518.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระนอง,อำเภอสุขสำราญ,ชาย,7187.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระนอง,อำเภอเมืองระนอง,หญิง,47089.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระนอง,อำเภอละอุ่น,หญิง,7511.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระนอง,อำเภอกะเปอร์,หญิง,10862.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระนอง,อำเภอกระบุรี,หญิง,23784.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ระนอง,อำเภอสุขสำราญ,หญิง,7191.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอเมืองชุมพร,ชาย,72880.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอท่าแซะ,ชาย,43154.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอปะทิว,ชาย,23309.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอหลังสวน,ชาย,35819.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอละแม,ชาย,14665.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอพะโต๊ะ,ชาย,12551.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอสวี,ชาย,36181.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอทุ่งตะโก,ชาย,12846.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอเมืองชุมพร,หญิง,76650.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอท่าแซะ,หญิง,43468.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอปะทิว,หญิง,24006.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอหลังสวน,หญิง,37702.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอละแม,หญิง,14729.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอพะโต๊ะ,หญิง,12074.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอสวี,หญิง,36735.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,ชุมพร,อำเภอทุ่งตะโก,หญิง,12710.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอเมืองสงขลา,ชาย,78009.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอสทิงพระ,ชาย,23261.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอจะนะ,ชาย,53671.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอนาทวี,ชาย,35129.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอเทพา,ชาย,40161.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอสะบ้าย้อย,ชาย,40620.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอระโนด,ชาย,31485.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอกระแสสินธุ์,ชาย,7347.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอรัตภูมิ,ชาย,37482.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอสะเดา,ชาย,60947.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอหาดใหญ่,ชาย,189954.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอนาหม่อม,ชาย,11073.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอควนเนียง,ชาย,16739.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอบางกล่ำ,ชาย,16223.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอสิงหนคร,ชาย,41305.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอคลองหอยโข่ง,ชาย,13850.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอเมืองสงขลา,หญิง,84885.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอสทิงพระ,หญิง,24497.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอจะนะ,หญิง,54574.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอนาทวี,หญิง,34417.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอเทพา,หญิง,38621.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,สงขลา,อำเภอสะบ้าย้อย,หญิง,39745.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
